PLAYER,POS,TEAM,OPP,START,SAL,FPTS,VAL,FPTS L5,VAL L5,FPTS AVG,VAL AVG,WEATHER
Mike Tauchman,OF,NYY,TB,6,2600,7.7,3.0,5.6,2.2,7.2,2.8,W 9 R-L
Isiah Kiner-Falefa,3B,TEX,@HOU,4,2500,7.7,3.1,8.6,3.4,7.9,3.2,In Dome
David Peralta,OF,ARI,@LAD,4,2700,7.7,2.8,5.7,2.1,8.6,3.2,W 6 Out
Jesse Winker,OF,CIN,STL,3,2900,7.7,2.6,12.5,4.3,11.2,3.8,W 7 Out
Derek Dietrich,2B,TEX,@HOU,5,2600,7.6,2.9,4.9,1.9,7.1,2.7,In Dome
Delino DeShields,OF,CLE,@KC,9,2300,7.6,3.3,6.1,2.7,5.7,2.5,W 4 R-L
Bryan Reynolds,OF,PIT,CHC,5,2600,7.5,2.9,3.1,1.2,7.2,2.8,W 8 Out
Nick Madrigal,2B,CWS,@MIN,9,2500,7.5,3.0,9.3,3.7,7.9,3.2,W 8 R-L
Joey Votto,C1,CIN,STL,1,2700,7.5,2.8,17.3,6.4,9.3,3.4,W 7 Out
Tony Wolters,C1,COL,SF,9,2700,7.5,2.8,3.0,1.1,3.7,1.4,W 3 R-L
Carson Kelly,C1,ARI,@LAD,8,2100,7.4,3.5,5.6,2.7,5.4,2.6,W 6 Out
Danny Jansen,C1,TOR,@MIA,6,2300,7.4,3.2,6.2,2.7,6.2,2.7,In Dome
Jacob Stallings,C1,PIT,CHC,8,2200,7.4,3.4,10.0,4.5,8.0,3.6,W 8 Out
Isaac Paredes,3B,DET,@MIL,9,2500,7.4,3.0,4.2,1.7,7.4,3.0,In Dome
Asdrubal Cabrera,3B,WAS,@PHI,3,2800,7.2,2.6,3.7,1.3,9.5,3.4,W 8 Out
Gregory Polanco,OF,PIT,CHC,6,2600,7.2,2.8,3.7,1.4,7.3,2.8,W 8 Out
Tyler Wade,SS,NYY,TB,9,2000,7.2,3.6,5.6,2.8,3.2,1.6,W 9 R-L
Miguel Rojas,SS,MIA,TOR,9,3100,7.1,2.3,7.3,2.4,11.9,3.8,In Dome
Travis Shaw,3B,TOR,@MIA,3,2500,7.1,2.9,4.8,1.9,6.4,2.6,In Dome
Jorge Alfaro,C1,MIA,TOR,7,2100,7.0,3.4,5.5,2.6,6.2,3.0,In Dome
Leody Taveras,OF,TEX,@HOU,9,2100,7.0,3.3,10.5,5.0,7.7,3.7,In Dome
Jordy Mercer,3B,NYY,TB,,2000,7.0,3.5,3.0,1.5,2.7,1.4,W 9 R-L
Nick Ahmed,SS,ARI,@LAD,6,2500,6.9,2.8,7.6,3.0,8.5,3.4,W 6 Out
Cole Tucker,OF,PIT,CHC,9,2300,6.8,3.0,6.2,2.7,5.9,2.6,W 8 Out
Andy Young,3B,ARI,@LAD,7,2400,6.8,2.8,3.6,1.5,6.5,2.7,W 6 Out
Santiago Espinal,SS,TOR,@MIA,9,2000,6.7,3.3,8.0,4.0,4.4,2.2,In Dome
Nicky Lopez,2B,KC,CLE,8,2100,6.6,3.1,3.6,1.7,5.1,2.4,W 4 R-L
Daulton Varsho,C1,ARI,@LAD,9,2000,6.5,3.2,3.0,1.5,2.7,1.3,W 6 Out
Nick Castellanos,OF,CIN,STL,2,3800,6.4,1.7,5.0,1.3,12.0,3.2,W 7 Out
Luis Garcia,2B,WAS,@PHI,8,2500,6.4,2.6,1.8,0.7,6.8,2.7,W 8 Out
Brandon Drury,3B,TOR,@MIA,8,2000,6.4,3.2,2.5,1.2,2.1,1.0,In Dome
Brian Goodwin,OF,CIN,STL,6,2500,6.0,2.4,5.7,2.3,8.8,3.5,W 7 Out
Jose Trevino,C1,TEX,@HOU,8,2400,5.4,2.3,6.1,2.6,7.6,3.2,In Dome
Shogo Akiyama,OF,CIN,STL,8,2300,5.3,2.3,4.8,2.1,4.4,1.9,W 7 Out
Mike Moustakas,2B,CIN,STL,5,2600,5.2,2.0,3.6,1.4,6.8,2.6,W 7 Out
Jose Garcia,SS,CIN,STL,7,2000,4.9,2.4,4.8,2.4,4.8,2.4,W 7 Out
Tucker Barnhart,C1,CIN,STL,9,2000,4.5,2.3,3.0,1.5,4.5,2.3,W 7 Out
Jake Marisnick,OF,NYM,@BAL,8,2000,4.3,2.2,4.9,2.5,3.1,1.5,W 9 Out
Robinson Cano,2B,NYM,@BAL,5,3500,4.2,1.2,16.8,4.8,11.7,3.3,W 9 Out
Cody Bellinger,OF,LAD,ARI,,4200,4.1,1.0,15.0,3.6,12.0,2.9,W 6 Out
Jason Heyward,OF,CHC,@PIT,,2700,4.0,1.5,18.7,6.9,10.3,3.8,W 8 Out
David Bote,3B,CHC,@PIT,,2600,3.8,1.5,12.3,4.7,8.7,3.3,W 8 Out
Yoshi Tsutsugo,OF,TB,@NYY,,2500,3.7,1.5,9.3,3.7,9.0,3.6,W 9 R-L
Josh Donaldson,3B,MIN,CWS,,2600,3.7,1.4,8.8,3.4,7.5,2.9,W 8 R-L
Todd Frazier,3B,NYM,@BAL,4,2600,3.7,1.4,3.0,1.2,7.4,2.8,W 9 Out
Mitch Moreland,C1,SD,@LAA,,3500,3.7,1.1,10.0,2.9,13.2,3.8,W 7 Out
Kevin Kiermaier,OF,TB,@NYY,,2500,3.4,1.4,17.0,6.8,8.9,3.5,W 9 R-L
Jake Cave,OF,MIN,CWS,,2100,3.4,1.6,6.2,3.0,6.0,2.9,W 8 R-L
Francisco Mejia,C1,SD,@LAA,,2000,3.3,1.6,4.4,2.2,3.3,1.7,W 7 Out
Matt Beaty,C1,LAD,ARI,,2200,3.3,1.5,1.8,0.8,5.3,2.4,W 6 Out
Lane Thomas,OF,STL,@CIN,,2000,3.3,1.6,3.6,1.8,3.0,1.5,W 7 Out
Charlie Culberson,OF,ATL,@BOS,,2000,3.2,1.6,3.2,1.6,2.0,1.0,W 10 R-L
Nate Lowe,C1,TB,@NYY,,2300,3.2,1.4,0.0,0.0,0.0,0.0,W 9 R-L
Tyler Flowers,C1,ATL,@BOS,,2500,3.2,1.3,1.8,0.7,6.9,2.8,W 10 R-L
Ryan McBroom,C1,KC,CLE,,2400,3.2,1.3,4.3,1.8,6.3,2.6,W 4 R-L
Adeiny Hechavarria,2B,ATL,@BOS,,2000,3.2,1.6,1.2,0.6,2.0,1.0,W 10 R-L
Steven Souza,OF,CHC,@PIT,,2400,3.2,1.3,7.5,3.1,6.9,2.9,W 8 Out
Tyler Naquin,OF,CLE,@KC,,2700,3.1,1.2,12.1,4.5,8.9,3.3,W 4 R-L
Mike Ford,C1,NYY,TB,,2300,3.1,1.4,5.5,2.4,6.5,2.8,W 9 R-L
Yairo Munoz,SS,BOS,ATL,,2000,3.1,1.5,6.0,3.0,6.0,3.0,W 10 R-L
Rowdy Tellez,C1,TOR,@MIA,,2800,3.1,1.1,6.2,2.2,9.7,3.5,In Dome
Tyler O'Neill,OF,STL,@CIN,,2500,3.0,1.2,3.6,1.5,6.8,2.7,W 7 Out
Myles Straw,OF,HOU,TEX,,2000,3.0,1.5,5.7,2.9,5.7,2.8,In Dome
Ben Gamel,OF,MIL,DET,,2200,3.0,1.4,11.0,5.0,6.7,3.1,In Dome
Ender Inciarte,OF,ATL,@BOS,,2200,3.0,1.4,8.1,3.7,6.2,2.8,W 10 R-L
Josh Rojas,OF,ARI,@LAD,,2000,3.0,1.5,0.0,0.0,0.0,0.0,W 6 Out
Jorge Mateo,2B,SD,@LAA,,2000,3.0,1.5,4.9,2.5,2.5,1.2,W 7 Out
Franklin Barreto,2B,LAA,SD,,2000,3.0,1.5,1.3,0.6,1.1,0.5,W 7 Out
Brett Phillips,OF,TB,@NYY,,2000,3.0,1.5,0.0,0.0,5.3,2.7,W 9 R-L
Daniel Vogelbach,C1,TOR,@MIA,,2000,3.0,1.5,1.8,0.9,4.6,2.3,In Dome
Greg Allen,OF,SD,@LAA,,2000,2.9,1.5,8.9,4.4,4.0,2.0,W 7 Out
Roman Quinn,OF,PHI,WAS,,2400,2.9,1.2,8.6,3.6,7.3,3.1,W 8 Out
Ehire Adrianza,3B,MIN,CWS,,2000,2.9,1.4,3.0,1.5,2.9,1.4,W 8 R-L
Harrison Bader,OF,STL,@CIN,,2400,2.9,1.2,1.2,0.5,6.0,2.5,W 7 Out
Jedd Gyorko,3B,MIL,DET,,2400,2.8,1.2,10.5,4.4,7.7,3.2,In Dome
Oscar Mercado,OF,CLE,@KC,,2100,2.8,1.4,2.4,1.2,2.5,1.2,W 4 R-L
Greg Garcia,2B,SD,@LAA,,2200,2.8,1.3,2.4,1.1,4.1,1.9,W 7 Out
Bubba Starling,OF,KC,CLE,,2000,2.8,1.4,2.5,1.3,2.4,1.2,W 4 R-L
Dustin Garneau,C1,HOU,TEX,,2000,2.8,1.4,6.2,3.1,5.9,3.0,In Dome
Jace Peterson,OF,MIL,DET,,2000,2.8,1.4,4.2,2.1,3.4,1.7,In Dome
Meibrys Viloria,C1,KC,CLE,,2000,2.8,1.4,0.6,0.3,2.0,1.0,W 4 R-L
Ji-Man Choi,C1,TB,@NYY,,2500,2.8,1.1,13.1,5.2,7.6,3.0,W 9 R-L
Abraham Toro,3B,HOU,TEX,,2200,2.8,1.3,5.6,2.5,6.3,2.9,In Dome
Ryan Jeffers,C1,MIN,CWS,,2100,2.8,1.3,2.4,1.1,3.1,1.5,W 8 R-L
Taylor Jones,C1,HOU,TEX,,2200,2.8,1.3,6.8,3.1,6.7,3.1,In Dome
LaMonte Wade,OF,MIN,CWS,,2000,2.8,1.4,3.1,1.6,2.2,1.1,W 8 R-L
Jack Mayfield,SS,HOU,TEX,,2000,2.8,1.4,3.2,1.6,2.8,1.4,In Dome
Jacob Nottingham,C1,MIL,DET,,2200,2.8,1.3,5.7,2.6,5.7,2.6,In Dome
Andrew Knizner,C1,STL,@CIN,,2000,2.8,1.4,3.9,2.0,4.0,2.0,W 7 Out
Mark Mathias,2B,MIL,DET,,2100,2.8,1.3,3.8,1.8,4.7,2.2,In Dome
Victor Caratini,C1,CHC,@PIT,,2300,2.8,1.2,3.0,1.3,5.4,2.4,W 8 Out
Jonathan Arauz,3B,BOS,ATL,,2100,2.8,1.3,4.9,2.4,5.2,2.5,W 10 R-L
Rangel Ravelo,C1,STL,@CIN,,2000,2.8,1.4,0.0,0.0,0.0,0.0,W 7 Out
Jarrod Dyson,OF,CWS,@MIN,,2000,2.8,1.4,5.0,2.5,4.3,2.2,W 8 R-L
Jonathan Villar,2B,TOR,@MIA,,2900,2.7,0.9,3.1,1.1,8.7,3.0,In Dome
Luis Rengifo,2B,LAA,SD,,2100,2.7,1.3,9.2,4.4,5.0,2.4,W 7 Out
Kevin Plawecki,C1,BOS,ATL,,2100,2.7,1.3,6.8,3.3,8.6,4.1,W 10 R-L
Tzu-Wei Lin,SS,BOS,ATL,,2000,2.7,1.4,2.5,1.2,1.5,0.8,W 10 R-L
Kole Calhoun,OF,ARI,@LAD,,2900,2.7,0.9,6.7,2.3,10.8,3.7,W 6 Out
Garrett Stubbs,C1,HOU,TEX,,2000,2.7,1.4,0.0,0.0,0.8,0.4,In Dome
Niko Goodrum,SS,DET,@MIL,,2800,2.7,1.0,8.1,2.9,9.4,3.4,In Dome
Jake Lamb,3B,ARI,@LAD,,2000,2.7,1.4,3.1,1.6,2.5,1.3,W 6 Out
Derek Fisher,OF,TOR,@MIA,,2100,2.7,1.3,2.0,1.0,4.1,2.0,In Dome
Mike Freeman,2B,CLE,@KC,,2000,2.7,1.4,3.1,1.5,2.7,1.3,W 4 R-L
Brian O'Grady,C1,TB,@NYY,,2100,2.7,1.3,10.7,5.1,10.7,5.1,W 9 R-L
Jesus Sanchez,OF,MIA,TOR,,2000,2.7,1.3,0.0,0.0,2.8,1.4,In Dome
Michael Perez,C1,TB,@NYY,,2000,2.7,1.3,7.5,3.7,3.7,1.9,W 9 R-L
Jason Kipnis,2B,CHC,@PIT,,2500,2.7,1.1,5.0,2.0,7.6,3.0,W 8 Out
Jahmai Jones,OF,LAA,SD,,2000,2.6,1.3,0.0,0.0,0.0,0.0,W 7 Out
Jose Briceno,C1,LAA,SD,,2100,2.6,1.3,0.0,0.0,0.0,0.0,W 7 Out
James McCann,C1,CWS,@MIN,,2700,2.6,1.0,13.1,4.9,10.0,3.7,W 8 R-L
Ildemaro Vargas,2B,MIN,CWS,,2000,2.6,1.3,1.8,0.9,3.4,1.7,W 8 R-L
Jared Walsh,C1,LAA,SD,,2000,2.6,1.3,0.0,0.0,0.3,0.2,W 7 Out
Stephen Vogt,C1,ARI,@LAD,,2000,2.6,1.3,2.4,1.2,4.6,2.3,W 6 Out
Brock Holt,SS,WAS,@PHI,,2000,2.6,1.3,0.6,0.3,1.7,0.9,W 8 Out
Austin Barnes,C1,LAD,ARI,,2100,2.5,1.2,9.4,4.5,7.8,3.7,W 6 Out
Edwin Rios,C1,LAD,ARI,,2100,2.5,1.2,5.6,2.7,7.1,3.4,W 6 Out
Austin Hedges,C1,CLE,@KC,,2300,2.5,1.1,3.1,1.4,4.4,1.9,W 4 R-L
Harold Ramirez,OF,MIA,TOR,,2000,2.5,1.3,4.6,2.3,4.6,2.3,In Dome
Jorge Bonifacio,OF,DET,@MIL,,2000,2.5,1.3,5.1,2.5,6.0,3.0,In Dome
Danny Mendick,2B,CWS,@MIN,,2300,2.5,1.1,7.5,3.3,6.4,2.8,W 8 R-L
Yan Gomes,C1,WAS,@PHI,,2600,2.5,1.0,9.1,3.5,9.9,3.8,W 8 Out
Anthony Alford,OF,PIT,CHC,,2000,2.5,1.3,6.4,3.2,4.3,2.1,W 8 Out
Kevin Newman,SS,PIT,CHC,,2300,2.5,1.1,7.5,3.3,6.8,3.0,W 8 Out
Yolmer Sanchez,2B,CWS,@MIN,,2000,2.5,1.2,1.6,0.8,1.6,0.8,W 8 R-L
Jason Martin,OF,PIT,CHC,,2000,2.5,1.2,3.1,1.6,3.1,1.6,W 8 Out
Jazz Chisholm,SS,MIA,TOR,,2000,2.5,1.2,0.0,0.0,0.0,0.0,In Dome
Jon Jay,OF,ARI,@LAD,,2000,2.4,1.2,6.9,3.4,4.7,2.4,W 6 Out
Anderson Tejeda,SS,TEX,@HOU,,2000,2.4,1.2,11.6,5.8,11.6,5.8,In Dome
Scott Heineman,OF,TEX,@HOU,,2000,2.4,1.2,1.9,0.9,4.8,2.4,In Dome
Chad Wallach,C1,MIA,TOR,,2000,2.4,1.2,6.1,3.1,6.1,3.1,In Dome
Thairo Estrada,SS,NYY,TB,,2200,2.4,1.1,3.1,1.4,3.7,1.7,W 9 R-L
Eli White,2B,TEX,@HOU,,2000,2.4,1.2,0.0,0.0,0.0,0.0,In Dome
Kyle Higashioka,C1,NYY,TB,,2000,2.4,1.2,2.3,1.2,2.3,1.2,W 9 R-L
Josh Harrison,2B,WAS,@PHI,,2500,2.4,1.0,10.0,4.0,9.4,3.7,W 8 Out
Michael Taylor,OF,WAS,@PHI,,2300,2.4,1.0,7.5,3.3,5.6,2.4,W 8 Out
Erik Kratz,C1,NYY,TB,,2000,2.4,1.2,4.9,2.5,4.6,2.3,W 9 R-L
Jeff Mathis,C1,TEX,@HOU,,2000,2.4,1.2,5.6,2.8,6.7,3.4,In Dome
Joe Panik,2B,TOR,@MIA,,2000,2.4,1.2,9.1,4.6,4.2,2.1,In Dome
Reese McGuire,C1,TOR,@MIA,,2100,2.3,1.1,0.6,0.3,1.7,0.8,In Dome
Adam Engel,OF,CWS,@MIN,,2200,2.3,1.1,3.9,1.8,6.2,2.8,W 8 R-L
John Ryan Murphy,C1,PIT,CHC,,2000,2.3,1.2,3.0,1.5,3.3,1.7,W 8 Out
Phil Gosselin,3B,PHI,WAS,,2600,2.2,0.9,2.5,1.0,8.3,3.2,W 8 Out
Grayson Greiner,C1,DET,@MIL,,2100,2.2,1.1,10.1,4.8,7.0,3.4,In Dome
Yadiel Rivera,C1,TEX,@HOU,,2000,2.2,1.1,1.5,0.8,1.5,0.8,In Dome
Sandy Leon,C1,CLE,@KC,,2100,2.2,1.1,10.4,4.9,4.7,2.2,W 4 R-L
Matt Joyce,OF,MIA,TOR,,2400,2.2,0.9,6.8,2.8,7.1,3.0,In Dome
Wilmer Difo,SS,WAS,@PHI,,2000,2.2,1.1,0.6,0.3,0.6,0.3,W 8 Out
Lewin Diaz,C1,MIA,TOR,,2000,2.1,1.1,3.1,1.6,3.7,1.9,In Dome
JT Riddle,OF,PIT,CHC,,2000,2.1,1.0,6.2,3.1,4.0,2.0,W 8 Out
Andrew Knapp,C1,PHI,WAS,,2000,2.1,1.0,8.1,4.0,6.0,3.0,W 8 Out
Jose Osuna,C1,PIT,CHC,,2100,2.1,1.0,4.5,2.1,3.9,1.8,W 8 Out
Neil Walker,2B,PHI,WAS,,2000,1.9,0.9,3.8,1.9,3.3,1.6,W 8 Out
Rafael Marchan,C1,PHI,WAS,,2000,0.0,0.0,0.0,0.0,0.0,0.0,W 8 Out
Rodolfo Duran,C1,PHI,WAS,,2000,0.0,0.0,0.0,0.0,0.0,0.0,W 8 Out
Nick Maton,SS,PHI,WAS,,2000,0.0,0.0,0.0,0.0,0.0,0.0,W 8 Out
Bryson Stott,SS,PHI,WAS,,2000,0.0,0.0,0.0,0.0,0.0,0.0,W 8 Out
Sammy Siani,OF,PIT,CHC,,2000,0.0,0.0,0.0,0.0,0.0,0.0,W 8 Out
Ji-Hwan Bae,2B,PIT,CHC,,2000,0.0,0.0,0.0,0.0,0.0,0.0,W 8 Out
Nick Dini,C1,KC,CLE,,2000,0.0,0.0,0.0,0.0,0.0,0.0,W 4 R-L
Will Craig,C1,PIT,CHC,,2000,0.0,0.0,0.0,0.0,0.0,0.0,W 8 Out
Drew Jackson,OF,LAD,ARI,,2000,0.0,0.0,0.0,0.0,0.0,0.0,W 6 Out
Steven Duggar,OF,SF,@COL,,2500,0.0,0.0,0.0,0.0,2.3,0.9,W 3 R-L
Edmundo Sosa,2B,STL,@CIN,,2000,0.0,0.0,0.0,0.0,0.0,0.0,W 7 Out
Patrick Mazeika,C1,NYM,@BAL,,2000,0.0,0.0,0.0,0.0,0.0,0.0,W 9 Out
Johneshwy Fargas,OF,NYM,@BAL,,2000,0.0,0.0,0.0,0.0,0.0,0.0,W 9 Out
Josh Palacios,OF,TOR,@MIA,,2000,0.0,0.0,0.0,0.0,0.0,0.0,In Dome
Riley Adams,C1,TOR,@MIA,,2000,0.0,0.0,0.0,0.0,0.0,0.0,In Dome
Taylor Walls,SS,TB,@NYY,,2000,0.0,0.0,0.0,0.0,0.0,0.0,W 9 R-L
Esteban Quiroz,2B,TB,@NYY,,2000,0.0,0.0,0.0,0.0,0.0,0.0,W 9 R-L
Sebastian Rivero,C1,KC,CLE,,2000,0.0,0.0,0.0,0.0,0.0,0.0,W 4 R-L
Rocky Gale,C1,LAD,ARI,,2000,0.0,0.0,0.0,0.0,0.0,0.0,W 6 Out
Jonathan Lucroy,C1,BOS,ATL,,2000,0.0,0.0,0.0,0.0,0.0,0.0,W 10 R-L
Brett Eibner,OF,MIA,TOR,,2000,0.0,0.0,-1.0,0.0,-1.0,0.0,In Dome
Michael Busch,2B,LAD,ARI,,2000,0.0,0.0,0.0,0.0,0.0,0.0,W 6 Out
Kody Hoese,3B,LAD,ARI,,2000,0.0,0.0,0.0,0.0,0.0,0.0,W 6 Out
Kameron Misner,OF,MIA,TOR,,2000,0.0,0.0,0.0,0.0,0.0,0.0,In Dome
Nasim Nunez,SS,MIA,TOR,,2000,0.0,0.0,0.0,0.0,0.0,0.0,In Dome
Yordys Valdes,SS,CLE,@KC,,2000,0.0,0.0,0.0,0.0,0.0,0.0,W 4 R-L
Matt Adams,C1,ATL,@BOS,,2500,0.0,0.0,3.8,1.5,6.3,2.5,W 10 R-L
Francisco Cervelli,C1,MIA,TOR,,2700,0.0,0.0,6.6,2.5,10.1,3.7,In Dome
Chris Davis,C1,BAL,NYM,,2000,0.0,0.0,0.6,0.3,3.1,1.5,W 9 Out
Mark Payton,OF,CIN,STL,,2000,0.0,0.0,3.6,1.8,3.0,1.5,W 7 Out
Freddy Galvis,SS,CIN,STL,,2600,0.0,0.0,6.2,2.4,8.0,3.1,W 7 Out
Rob Brantly,C1,NYY,TB,,2000,0.0,0.0,0.0,0.0,0.0,0.0,W 9 R-L
Emilio Bonifacio,OF,WAS,@PHI,,2000,0.0,0.0,1.1,0.5,1.1,0.5,W 8 Out
Mason Martin,C1,PIT,CHC,,2000,0.0,0.0,0.0,0.0,0.0,0.0,W 8 Out
Eddy Alvarez,2B,MIA,TOR,,2200,0.0,0.0,6.2,2.8,6.8,3.1,In Dome
Brian Navarreto,C1,MIA,TOR,,2000,0.0,0.0,3.0,1.5,3.0,1.5,In Dome
Henri Lartigue,C1,PHI,WAS,,2000,0.0,0.0,0.0,0.0,0.0,0.0,W 8 Out
Yu Chang,3B,CLE,@KC,,2000,0.0,0.0,1.3,0.7,2.3,1.2,W 4 R-L
Yermin Mercedes,C1,CWS,@MIN,,2000,0.0,0.0,0.0,0.0,0.0,0.0,W 8 R-L
Jose Rojas,2B,LAA,SD,,2000,0.0,0.0,0.0,0.0,0.0,0.0,W 7 Out
Jack Kruger,C1,LAA,SD,,2000,0.0,0.0,0.0,0.0,0.0,0.0,W 7 Out
Elliot Soto,SS,LAA,SD,,2000,0.0,0.0,0.0,0.0,0.0,0.0,W 7 Out
Christian Kelley,C1,PIT,CHC,,2000,0.0,0.0,0.0,0.0,0.0,0.0,W 8 Out
Rodolfo Castro,SS,PIT,CHC,,2000,0.0,0.0,0.0,0.0,0.0,0.0,W 8 Out
Dylan Cozens,OF,TB,@NYY,,2000,0.0,0.0,0.0,0.0,0.0,0.0,W 9 R-L
Jaylin Davis,OF,SF,@COL,,2900,0.0,0.0,6.2,2.2,6.2,2.2,W 3 R-L
Johnny Davis,OF,TB,@NYY,,2000,0.0,0.0,0.0,0.0,0.0,0.0,W 9 R-L
Logan Wyatt,C1,SF,@COL,,2500,0.0,0.0,0.0,0.0,0.0,0.0,W 3 R-L
Will Wilson,SS,SF,@COL,,2500,0.0,0.0,0.0,0.0,0.0,0.0,W 3 R-L
Luis Toribio,3B,SF,@COL,,2500,0.0,0.0,0.0,0.0,0.0,0.0,W 3 R-L
Kyle Garlick,OF,PHI,WAS,,2000,0.0,0.0,0.0,0.0,0.0,0.0,W 8 Out
Trejyn Fletcher,OF,STL,@CIN,,2000,0.0,0.0,0.0,0.0,0.0,0.0,W 7 Out
Jake Meyers,OF,HOU,TEX,,2000,0.0,0.0,0.0,0.0,0.0,0.0,In Dome
Jakson Reetz,C1,WAS,@PHI,,2000,0.0,0.0,0.0,0.0,0.0,0.0,W 8 Out
Yadiel Hernandez,OF,WAS,@PHI,,2000,0.0,0.0,0.0,0.0,0.0,0.0,W 8 Out
Eric Stamets,SS,COL,SF,,2500,0.0,0.0,0.0,0.0,0.0,0.0,W 3 R-L
Aristides Aquino,OF,CIN,STL,,2000,0.0,0.0,5.6,2.8,5.5,2.7,W 7 Out
Chris Rabago,SS,COL,SF,,2500,0.0,0.0,0.0,0.0,0.0,0.0,W 3 R-L
Austin Slater,C1,SF,@COL,,3000,0.0,0.0,12.4,4.1,10.8,3.6,W 3 R-L
Mason Williams,OF,BAL,NYM,,2000,0.0,0.0,2.4,1.2,1.7,0.9,W 9 Out
Luis Guillorme,2B,NYM,@BAL,,2400,0.0,0.0,6.8,2.8,7.9,3.3,W 9 Out
Wander Franco,SS,TB,@NYY,,2000,0.0,0.0,0.0,0.0,0.0,0.0,W 9 R-L
Josh VanMeter,2B,ARI,@LAD,,2000,0.0,0.0,1.8,0.9,3.5,1.8,W 6 Out
Ryan Cordell,OF,NYM,@BAL,,2000,0.0,0.0,2.3,1.1,2.3,1.1,W 9 Out
Brendan Rodgers,2B,COL,SF,,2500,0.0,0.0,1.8,0.7,2.7,1.1,W 3 R-L
Guillermo Heredia,OF,NYM,@BAL,,2000,0.0,0.0,6.9,3.4,4.3,2.2,W 9 Out
Rob Refsnyder,OF,TEX,@HOU,,2000,0.0,0.0,3.1,1.5,3.1,1.5,In Dome
Dominic Smith,OF,NYM,@BAL,,3500,0.0,0.0,5.6,1.6,12.2,3.5,W 9 Out
Sean Rodriguez,3B,MIA,TOR,,2000,0.0,0.0,0.0,0.0,0.0,0.0,In Dome
Oscar Hernandez,C1,KC,CLE,,2000,0.0,0.0,2.3,1.2,2.3,1.2,W 4 R-L
Jarrett Parker,OF,NYM,@BAL,,2000,0.0,0.0,0.0,0.0,0.0,0.0,W 9 Out
Abraham Almonte,OF,SD,@LAA,,2000,0.0,0.0,3.0,1.5,3.0,1.5,W 7 Out
Ian Miller,OF,CHC,@PIT,,2000,0.0,0.0,0.0,0.0,0.0,0.0,W 8 Out
Humberto Arteaga,SS,KC,CLE,,2000,0.0,0.0,0.0,0.0,0.0,0.0,W 4 R-L
Brandon Dixon,C1,DET,@MIL,,2000,0.0,0.0,0.0,0.0,0.0,0.0,In Dome
Mitch Walding,3B,PHI,WAS,,2000,0.0,0.0,0.0,0.0,0.0,0.0,W 8 Out
Magneuris Sierra,OF,MIA,TOR,,2600,0.0,0.0,6.2,2.4,9.1,3.5,In Dome
Justin Turner,3B,LAD,ARI,,3000,0.0,0.0,12.4,4.1,10.5,3.5,W 6 Out
Wenceel Perez,SS,DET,@MIL,,2000,0.0,0.0,0.0,0.0,0.0,0.0,In Dome
Nick Quintana,3B,DET,@MIL,,2000,0.0,0.0,0.0,0.0,0.0,0.0,In Dome
Grae Kessinger,SS,HOU,TEX,,2000,0.0,0.0,0.0,0.0,0.0,0.0,In Dome
Jeremy Pena,SS,HOU,TEX,,2000,0.0,0.0,0.0,0.0,0.0,0.0,In Dome
Ali Sanchez,C1,NYM,@BAL,,2000,0.0,0.0,1.2,0.6,1.2,0.6,W 9 Out
Nick Heath,OF,KC,CLE,,2000,0.0,0.0,6.8,3.4,6.8,3.4,W 4 R-L
Jeison Guzman,SS,KC,CLE,,2000,0.0,0.0,0.0,0.0,0.0,0.0,W 4 R-L
Miguel Andujar,3B,NYY,TB,,2000,0.0,0.0,1.8,0.9,1.8,0.9,W 9 R-L
Max Schrock,2B,STL,@CIN,,2000,0.0,0.0,0.6,0.3,2.5,1.3,W 7 Out
David Rodriguez,C1,NYM,@BAL,,2000,0.0,0.0,0.0,0.0,0.0,0.0,W 9 Out
Jake Hager,C1,NYM,@BAL,,2000,0.0,0.0,0.0,0.0,0.0,0.0,W 9 Out
Christian Colon,2B,CIN,STL,,2000,0.0,0.0,2.5,1.2,3.4,1.7,W 7 Out
Keon Broxton,OF,MIL,DET,,2000,0.0,0.0,0.0,0.0,0.0,0.0,In Dome
Luis Gonzalez,OF,CWS,@MIN,,2000,0.0,0.0,2.1,1.0,2.1,1.0,W 8 R-L
Alex De Goti,2B,HOU,TEX,,2000,0.0,0.0,0.0,0.0,0.0,0.0,In Dome
Jamie Ritchie,C1,HOU,TEX,,2000,0.0,0.0,0.0,0.0,0.0,0.0,In Dome
Jake Elmore,3B,CLE,@KC,,2000,0.0,0.0,0.0,0.0,0.0,0.0,W 4 R-L
Travis Jankowski,OF,CIN,STL,,2000,0.0,0.0,1.8,0.9,1.9,1.0,W 7 Out
Hanser Alberto,2B,BAL,NYM,,2900,0.0,0.0,8.1,2.8,10.2,3.5,W 9 Out
Odubel Herrera,OF,PHI,WAS,,2000,0.0,0.0,0.0,0.0,0.0,0.0,W 8 Out
Brandon Nimmo,OF,NYM,@BAL,,2900,0.0,0.0,6.2,2.1,10.3,3.6,W 9 Out
William Contreras,C1,ATL,@BOS,,2000,0.0,0.0,4.6,2.3,4.6,2.3,W 10 R-L
Cristian Pache,OF,ATL,@BOS,,2000,0.0,0.0,1.5,0.8,1.5,0.8,W 10 R-L
