PLAYER,POS,TEAM,OPP,START,SAL,FPTS,VAL,FPTS L5,VAL L5,FPTS AVG,VAL AVG,WEATHER
Luis Torrens,C1,SEA,@SF,9,2200,7.6,3.4,6.1,2.8,3.6,1.6,W 9 Out
Victor Caratini,C1,CHC,CIN,8,2300,7.5,3.3,1.2,0.5,4.9,2.1,W 12 In
Martin Maldonado,C1,HOU,@OAK,9,2500,6.8,2.7,9.4,3.8,9.0,3.6,W 9 Out
Daulton Varsho,C1,ARI,LAD,9,2000,6.7,3.4,12.0,6.0,4.6,2.3,In Dome
Jose Garcia,SS,CIN,@CHC,8,2000,6.7,3.3,1.3,0.7,3.1,1.5,W 12 In
Tony Wolters,C1,COL,@SD,9,2000,6.4,3.2,1.8,0.9,3.5,1.8,W 9 L-R
Tucker Barnhart,C1,CIN,@CHC,9,2000,6.2,3.1,11.2,5.6,5.9,2.9,W 12 In
Jake Marisnick,OF,NYM,BAL,,2100,4.4,2.1,11.2,5.3,6.7,3.2,W 6 R-L
Todd Frazier,3B,NYM,BAL,,2600,4.2,1.6,9.3,3.6,7.8,3.0,W 6 R-L
Robinson Chirinos,C1,NYM,BAL,,2100,4.1,2.0,3.7,1.8,3.8,1.8,W 6 R-L
Luis Guillorme,2B,NYM,BAL,,2300,3.8,1.7,3.2,1.4,6.8,3.0,W 6 R-L
Patrick Mazeika,C1,NYM,BAL,,2000,3.8,1.9,0.0,0.0,0.0,0.0,W 6 R-L
Matt Beaty,C1,LAD,@ARI,,2200,3.7,1.7,1.8,0.8,5.0,2.3,In Dome
Amed Rosario,SS,NYM,BAL,,2400,3.7,1.5,9.5,4.0,6.8,2.8,W 6 R-L
Tony Kemp,2B,OAK,HOU,,2000,3.5,1.7,3.8,1.9,5.1,2.5,W 9 Out
Francisco Mejia,C1,SD,COL,,2000,3.4,1.7,4.4,2.2,3.3,1.7,W 9 L-R
Khris Davis,OF,OAK,HOU,,2300,3.4,1.5,6.2,2.7,6.4,2.8,W 9 Out
Alex Dickerson,OF,SF,SEA,,2800,3.4,1.2,8.0,2.9,9.7,3.5,W 9 Out
Matt Thaiss,3B,LAA,@TEX,,2000,3.4,1.7,3.1,1.5,2.6,1.3,In Dome
Enrique Hernandez,2B,LAD,@ARI,,2400,3.3,1.4,6.3,2.6,6.5,2.7,In Dome
Jorge Mateo,2B,SD,COL,,2000,3.3,1.6,0.6,0.3,1.9,0.9,W 9 L-R
David Bote,3B,CHC,CIN,,2600,3.1,1.2,11.8,4.5,8.7,3.3,W 12 In
Francisco Cervelli,C1,MIA,@ATL,,2900,3.1,1.1,6.6,2.3,10.1,3.5,W 8 In
Sam Hilliard,OF,COL,@SD,,2500,3.1,1.2,10.1,4.0,8.1,3.2,W 9 L-R
Monte Harrison,OF,MIA,@ATL,,2000,3.0,1.5,2.5,1.2,3.9,2.0,W 8 In
Mauricio Dubon,SS,SF,SEA,,2000,3.0,1.5,11.3,5.6,6.7,3.4,W 9 Out
Elvis Andrus,SS,TEX,LAA,,2400,3.0,1.3,6.2,2.6,6.5,2.7,In Dome
Jazz Chisholm,SS,MIA,@ATL,,2000,3.0,1.5,3.7,1.8,3.1,1.5,W 8 In
Abraham Almonte,OF,SD,COL,,2000,3.0,1.5,2.4,1.2,2.4,1.2,W 9 L-R
Lewin Diaz,C1,MIA,@ATL,,2000,3.0,1.5,3.7,1.9,3.4,1.7,W 8 In
Charlie Culberson,OF,ATL,MIA,,2000,3.0,1.5,0.8,0.4,1.7,0.9,W 8 In
Jarrod Dyson,OF,CWS,@PIT,,2000,2.9,1.5,1.3,0.6,3.8,1.9,W 6 In
Chad Wallach,C1,MIA,@ATL,,2000,2.9,1.5,5.1,2.5,5.1,2.5,W 8 In
Cedric Mullins,OF,BAL,@NYM,,2200,2.9,1.3,13.6,6.2,6.2,2.8,W 6 R-L
Derek Dietrich,2B,TEX,LAA,,2500,2.9,1.2,1.2,0.5,6.0,2.4,In Dome
Jorge Ona,OF,SD,COL,,2000,2.9,1.5,1.5,0.8,1.5,0.8,W 9 L-R
Kevin Newman,SS,PIT,CWS,,2300,2.9,1.3,5.0,2.2,6.4,2.8,W 6 In
Austin Barnes,C1,LAD,@ARI,,2100,2.9,1.4,9.9,4.7,7.5,3.6,In Dome
Bryan Holaday,C1,BAL,@NYM,,2000,2.9,1.4,3.8,1.9,3.3,1.6,W 6 R-L
Cameron Maybin,OF,CHC,CIN,,2300,2.9,1.3,3.6,1.6,5.3,2.3,W 12 In
Ender Inciarte,OF,ATL,MIA,,2200,2.9,1.3,5.0,2.3,5.8,2.7,W 8 In
Jonah Heim,C1,OAK,HOU,,2300,2.9,1.2,7.9,3.4,7.9,3.4,W 9 Out
Shed Long,2B,SEA,@SF,,2500,2.9,1.1,6.3,2.5,6.5,2.6,W 9 Out
Taylor Ward,3B,LAA,@TEX,,2000,2.9,1.4,8.6,4.3,4.9,2.4,In Dome
Jared Walsh,C1,LAA,@TEX,,2000,2.9,1.4,13.9,6.9,5.1,2.6,In Dome
Anthony Bemboom,C1,LAA,@TEX,,2300,2.8,1.2,1.8,0.8,6.0,2.6,In Dome
Greg Garcia,2B,SD,COL,,2100,2.8,1.4,1.8,0.9,3.8,1.8,W 9 L-R
Scott Heineman,OF,TEX,LAA,,2000,2.8,1.4,2.6,1.3,4.6,2.3,In Dome
Luis Alexander Basabe,OF,SF,SEA,,2000,2.8,1.4,0.0,0.0,0.0,0.0,W 9 Out
Chadwick Tromp,C1,SF,SEA,,2000,2.8,1.4,4.3,2.2,6.1,3.1,W 9 Out
Vimael Machin,SS,OAK,HOU,,2100,2.8,1.3,6.0,2.9,3.9,1.8,W 9 Out
Matt Kemp,OF,COL,@SD,,2700,2.8,1.0,8.2,3.0,7.6,2.8,W 9 L-R
Aristides Aquino,OF,CIN,@CHC,,2200,2.8,1.3,3.6,1.7,5.1,2.3,W 12 In
Tyler Flowers,C1,ATL,MIA,,2700,2.8,1.0,5.6,2.1,7.4,2.8,W 8 In
Kole Calhoun,OF,ARI,LAD,,2900,2.8,1.0,12.5,4.3,10.6,3.7,In Dome
Myles Straw,OF,HOU,@OAK,,2000,2.8,1.4,7.5,3.7,6.2,3.1,W 9 Out
Mason Williams,OF,BAL,@NYM,,2000,2.8,1.4,1.8,0.9,1.3,0.7,W 6 R-L
Dilson Herrera,2B,BAL,@NYM,,2100,2.8,1.3,1.0,0.5,1.0,0.5,W 6 R-L
Brandon Crawford,SS,SF,SEA,,2600,2.8,1.1,12.8,4.9,8.1,3.1,W 9 Out
Jeff Mathis,C1,TEX,LAA,,2000,2.8,1.4,5.6,2.8,5.8,2.9,In Dome
Matt Joyce,OF,MIA,@ATL,,2400,2.7,1.1,10.0,4.2,7.4,3.1,W 8 In
Curt Casali,C1,CIN,@CHC,,2400,2.7,1.1,9.2,3.9,8.2,3.4,W 12 In
Yolmer Sanchez,2B,CWS,@PIT,,2000,2.7,1.3,6.9,3.5,6.9,3.5,W 6 In
Dee Strange-Gordon,2B,SEA,@SF,,2000,2.7,1.3,4.3,2.1,3.7,1.9,W 9 Out
Jason Martin,OF,PIT,CWS,,2000,2.7,1.3,3.1,1.6,3.1,1.6,W 6 In
Billy Hamilton,OF,CHC,CIN,,2000,2.7,1.3,2.5,1.2,2.2,1.1,W 12 In
Jose Marmolejos,C1,SEA,@SF,,2700,2.6,1.0,8.7,3.2,8.1,3.0,W 9 Out
Joseph Odom,C1,SEA,@SF,,2000,2.6,1.3,1.3,0.7,2.0,1.0,W 9 Out
Danny Mendick,2B,CWS,@PIT,,2300,2.6,1.1,2.4,1.1,6.2,2.7,W 6 In
Brendan Rodgers,2B,COL,@SD,,2000,2.6,1.3,1.8,0.9,2.7,1.4,W 9 L-R
Adeiny Hechavarria,2B,ATL,MIA,,2000,2.6,1.3,6.1,3.1,3.2,1.6,W 8 In
Chris Davis,C1,BAL,@NYM,,2000,2.6,1.3,0.6,0.3,3.1,1.5,W 6 R-L
James McCann,C1,CWS,@PIT,,2800,2.6,0.9,10.6,3.8,9.3,3.3,W 6 In
Josh Fuentes,C1,COL,@SD,,2300,2.6,1.1,10.8,4.7,7.6,3.3,W 9 L-R
Pat Valaika,SS,BAL,@NYM,,2200,2.5,1.2,9.5,4.3,7.2,3.3,W 6 R-L
Chris Owings,OF,COL,@SD,,2000,2.5,1.3,6.3,3.1,6.8,3.4,W 9 L-R
John Ryan Murphy,C1,PIT,CWS,,2000,2.5,1.2,2.4,1.2,3.1,1.6,W 6 In
Wyatt Mathisen,3B,ARI,LAD,,2000,2.5,1.2,0.0,0.0,0.0,0.0,In Dome
Drew Butera,C1,COL,@SD,,2000,2.5,1.2,0.0,0.0,2.6,1.3,W 9 L-R
Dustin Garneau,C1,HOU,@OAK,,2000,2.5,1.2,7.5,3.8,5.5,2.7,W 9 Out
Jake Lamb,3B,ARI,LAD,,2000,2.5,1.2,4.3,2.2,2.7,1.4,In Dome
Pablo Sandoval,C1,SF,SEA,,2100,2.4,1.2,3.6,1.7,3.9,1.9,W 9 Out
Tyler Stephenson,C1,CIN,@CHC,,2000,2.4,1.2,31.4,15.7,31.4,15.7,W 12 In
Abraham Toro,3B,HOU,@OAK,,2200,2.4,1.1,3.8,1.7,5.9,2.7,W 9 Out
Jack Mayfield,SS,HOU,@OAK,,2000,2.4,1.2,3.7,1.8,2.9,1.5,W 9 Out
Freddy Galvis,SS,CIN,@CHC,,2500,2.4,1.0,0.6,0.3,7.5,3.0,W 12 In
Ildemaro Vargas,2B,CHC,CIN,,2000,2.4,1.2,1.8,0.9,3.4,1.7,W 12 In
Jon Jay,OF,ARI,LAD,,2300,2.4,1.0,6.3,2.7,4.3,1.9,In Dome
Adam Engel,OF,CWS,@PIT,,2200,2.4,1.1,5.0,2.3,6.1,2.8,W 6 In
Garrett Stubbs,C1,HOU,@OAK,,2000,2.4,1.2,0.0,0.0,0.7,0.3,W 9 Out
JT Riddle,OF,PIT,CWS,,2000,2.4,1.2,8.6,4.3,4.6,2.3,W 6 In
Kyle Farmer,2B,CIN,@CHC,,2000,2.4,1.2,0.6,0.3,3.8,1.9,W 12 In
Matt Davidson,C1,CIN,@CHC,,2400,2.4,1.0,0.6,0.3,5.4,2.2,W 12 In
Nico Hoerner,2B,CHC,CIN,,2200,2.3,1.1,3.7,1.7,5.7,2.6,W 12 In
Stephen Vogt,C1,ARI,LAD,,2000,2.3,1.1,3.0,1.5,4.5,2.2,In Dome
Elias Diaz,C1,COL,@SD,,2000,2.2,1.1,1.2,0.6,2.8,1.4,W 9 L-R
Chris Rabago,SS,COL,@SD,,2000,0.0,0.0,0.0,0.0,0.0,0.0,W 9 L-R
Eric Stamets,SS,COL,@SD,,2000,0.0,0.0,0.0,0.0,0.0,0.0,W 9 L-R
Bret Boswell,2B,COL,@SD,,2000,0.0,0.0,0.0,0.0,0.0,0.0,W 9 L-R
Alan Trejo,SS,COL,@SD,,2000,0.0,0.0,0.0,0.0,0.0,0.0,W 9 L-R
David Dahl,OF,COL,@SD,,2500,0.0,0.0,0.6,0.2,6.3,2.5,W 9 L-R
Luis Gonzalez,OF,CWS,@PIT,,2000,0.0,0.0,2.1,1.0,2.1,1.0,W 6 In
Nicky Delmonico,OF,CWS,@PIT,,2000,0.0,0.0,4.5,2.3,3.6,1.8,W 6 In
Ryan Goins,3B,CWS,@PIT,,2000,0.0,0.0,1.2,0.6,1.1,0.6,W 6 In
Cheslor Cuthbert,C1,CWS,@PIT,,2000,0.0,0.0,0.0,0.0,0.0,0.0,W 6 In
Yermin Mercedes,C1,CWS,@PIT,,2000,0.0,0.0,0.0,0.0,0.0,0.0,W 6 In
Albert Almora,OF,CHC,CIN,,2000,0.0,0.0,2.5,1.3,1.7,0.8,W 12 In
Hernan Perez,3B,CHC,CIN,,2000,0.0,0.0,1.0,0.5,1.0,0.5,W 12 In
Christian Colon,2B,CIN,@CHC,,2000,0.0,0.0,2.5,1.2,3.4,1.7,W 12 In
Nick Williams,OF,CIN,@CHC,,2000,0.0,0.0,0.0,0.0,0.0,0.0,W 12 In
Travis Jankowski,OF,CIN,@CHC,,2000,0.0,0.0,1.8,0.9,1.9,1.0,W 12 In
Nick Senzel,OF,CIN,@CHC,,2700,0.0,0.0,13.2,4.9,9.2,3.4,W 12 In
Robel Garcia,OF,CIN,@CHC,,2000,0.0,0.0,0.0,0.0,0.0,0.0,W 12 In
Mark Payton,OF,CIN,@CHC,,2000,0.0,0.0,3.6,1.8,3.0,1.5,W 12 In
Andy Young,3B,ARI,LAD,,2000,0.0,0.0,4.3,2.2,6.5,3.2,In Dome
Josh VanMeter,2B,ARI,LAD,,2000,0.0,0.0,1.8,0.9,3.5,1.8,In Dome
Kevin Cron,C1,ARI,LAD,,2000,0.0,0.0,0.6,0.3,1.1,0.6,In Dome
William Contreras,C1,ATL,MIA,,2000,0.0,0.0,4.6,2.3,4.6,2.3,W 8 In
Cristian Pache,OF,ATL,MIA,,2000,0.0,0.0,1.5,0.8,1.5,0.8,W 8 In
Ozzie Albies,2B,ATL,MIA,,2500,0.0,0.0,2.5,1.0,6.9,2.8,W 8 In
Scott Schebler,OF,ATL,MIA,,2000,0.0,0.0,0.0,0.0,0.0,0.0,W 8 In
Alex Jackson,C1,ATL,MIA,,2000,0.0,0.0,1.8,0.9,1.8,0.9,W 8 In
Josh Phegley,C1,CHC,CIN,,2000,0.0,0.0,4.4,2.2,3.4,1.7,W 12 In
Steven Souza,OF,CHC,CIN,,2400,0.0,0.0,6.9,2.9,6.0,2.5,W 12 In
Ian Miller,OF,CHC,CIN,,2000,0.0,0.0,0.0,0.0,0.0,0.0,W 12 In
Anthony Santander,OF,BAL,@NYM,,3300,0.0,0.0,11.9,3.6,13.2,4.0,W 6 R-L
Austin Hays,OF,BAL,@NYM,,2400,0.0,0.0,8.7,3.6,6.7,2.8,W 6 R-L
Ramon Urias,2B,BAL,@NYM,,2000,0.0,0.0,1.2,0.6,1.2,0.6,W 6 R-L
Dwight Smith,OF,BAL,@NYM,,2200,0.0,0.0,2.4,1.1,7.1,3.2,W 6 R-L
Taylor Jones,C1,HOU,@OAK,,2100,0.0,0.0,6.8,3.3,6.7,3.2,W 9 Out
Jamie Ritchie,C1,HOU,@OAK,,2000,0.0,0.0,0.0,0.0,0.0,0.0,W 9 Out
Alex De Goti,2B,HOU,@OAK,,2000,0.0,0.0,0.0,0.0,0.0,0.0,W 9 Out
Korey Lee,C1,HOU,@OAK,,2000,0.0,0.0,0.0,0.0,0.0,0.0,W 9 Out
Franklin Barreto,2B,LAA,@TEX,,2000,0.0,0.0,4.4,2.2,1.8,0.9,In Dome
Jordan Brewer,OF,HOU,@OAK,,2000,0.0,0.0,0.0,0.0,0.0,0.0,W 9 Out
Michael Papierski,C1,HOU,@OAK,,2000,0.0,0.0,0.0,0.0,0.0,0.0,W 9 Out
Grae Kessinger,SS,HOU,@OAK,,2000,0.0,0.0,0.0,0.0,0.0,0.0,W 9 Out
Jeremy Pena,SS,HOU,@OAK,,2000,0.0,0.0,0.0,0.0,0.0,0.0,W 9 Out
Zack Collins,C1,CWS,@PIT,,2000,0.0,0.0,2.4,1.2,1.7,0.9,W 6 In
Jose Altuve,2B,HOU,@OAK,,3000,0.0,0.0,5.5,1.8,8.6,2.9,W 9 Out
Colton Shaver,C1,HOU,@OAK,,2000,0.0,0.0,0.0,0.0,0.0,0.0,W 9 Out
Nick Tanielu,3B,HOU,@OAK,,2000,0.0,0.0,0.0,0.0,0.0,0.0,W 9 Out
Jake Meyers,OF,HOU,@OAK,,2000,0.0,0.0,0.0,0.0,0.0,0.0,W 9 Out
Jose Briceno,C1,LAA,@TEX,,2100,0.0,0.0,3.0,1.4,3.0,1.4,In Dome
Jahmai Jones,OF,LAA,@TEX,,2000,0.0,0.0,0.0,0.0,0.0,0.0,In Dome
David Fletcher,2B,LAA,@TEX,,3000,0.0,0.0,8.2,2.7,10.6,3.5,In Dome
Michael Hermosillo,OF,LAA,@TEX,,2000,0.0,0.0,4.4,2.2,3.1,1.6,In Dome
Jose Rojas,2B,LAA,@TEX,,2000,0.0,0.0,0.0,0.0,0.0,0.0,In Dome
Jack Kruger,C1,LAA,@TEX,,2000,0.0,0.0,0.0,0.0,0.0,0.0,In Dome
Elliot Soto,SS,LAA,@TEX,,2000,0.0,0.0,0.0,0.0,0.0,0.0,In Dome
Keibert Ruiz,C1,LAD,@ARI,,2000,0.0,0.0,10.9,5.4,10.9,5.4,In Dome
Jake Vogel,OF,LAD,@ARI,,2000,0.0,0.0,0.0,0.0,0.0,0.0,In Dome
Michael Busch,2B,LAD,@ARI,,2000,0.0,0.0,0.0,0.0,0.0,0.0,In Dome
Kody Hoese,3B,LAD,@ARI,,2000,0.0,0.0,0.0,0.0,0.0,0.0,In Dome
Justin Turner,3B,LAD,@ARI,,3000,0.0,0.0,12.4,4.1,10.5,3.5,In Dome
Connor Joe,C1,LAD,@ARI,,2000,0.0,0.0,0.0,0.0,0.0,0.0,In Dome
Terrance Gore,OF,LAD,@ARI,,2000,0.0,0.0,0.0,0.0,0.0,0.0,In Dome
Drew Jackson,OF,LAD,@ARI,,2000,0.0,0.0,0.0,0.0,0.0,0.0,In Dome
Jarrett Parker,OF,NYM,BAL,,2000,0.0,0.0,0.0,0.0,0.0,0.0,W 6 R-L
Guillermo Heredia,OF,NYM,BAL,,2000,0.0,0.0,6.9,3.4,4.3,2.2,W 6 R-L
Brett Baty,3B,NYM,BAL,,2000,0.0,0.0,0.0,0.0,0.0,0.0,W 6 R-L
Tomas Nido,C1,NYM,BAL,,2200,0.0,0.0,13.3,6.1,11.7,5.3,W 6 R-L
Johneshwy Fargas,OF,NYM,BAL,,2000,0.0,0.0,0.0,0.0,0.0,0.0,W 6 R-L
Matt Chapman,3B,OAK,HOU,,3300,0.0,0.0,6.3,1.9,11.2,3.4,W 9 Out
Austin Allen,C1,OAK,HOU,,2000,0.0,0.0,2.4,1.2,3.3,1.7,W 9 Out
Max Moroff,SS,NYM,BAL,,2000,0.0,0.0,0.0,0.0,0.0,0.0,W 6 R-L
Ali Sanchez,C1,NYM,BAL,,2000,0.0,0.0,1.2,0.6,1.2,0.6,W 6 R-L
Ryan Cordell,OF,NYM,BAL,,2000,0.0,0.0,2.3,1.1,2.3,1.1,W 6 R-L
Rocky Gale,C1,LAD,@ARI,,2000,0.0,0.0,0.0,0.0,0.0,0.0,In Dome
Devin Mann,2B,LAD,@ARI,,2000,0.0,0.0,0.0,0.0,0.0,0.0,In Dome
Miguel Vargas,3B,LAD,@ARI,,2000,0.0,0.0,0.0,0.0,0.0,0.0,In Dome
Carson Taylor,C1,LAD,@ARI,,2000,0.0,0.0,0.0,0.0,0.0,0.0,In Dome
Anthony Garcia,OF,LAD,@ARI,,2000,0.0,0.0,0.0,0.0,0.0,0.0,In Dome
Zach McKinstry,2B,LAD,@ARI,,2000,0.0,0.0,0.0,0.0,0.0,0.0,In Dome
Joc Pederson,OF,LAD,@ARI,,2600,0.0,0.0,4.3,1.7,7.8,3.0,In Dome
Sean Rodriguez,3B,MIA,@ATL,,2000,0.0,0.0,0.0,0.0,0.0,0.0,W 8 In
Brett Eibner,OF,MIA,@ATL,,2000,0.0,0.0,-1.0,0.0,-1.0,0.0,W 8 In
Eddy Alvarez,2B,MIA,@ATL,,2200,0.0,0.0,3.7,1.7,6.2,2.8,W 8 In
Brian Navarreto,C1,MIA,@ATL,,2000,0.0,0.0,3.0,1.5,3.0,1.5,W 8 In
Ryan Lavarnway,C1,MIA,@ATL,,2000,0.0,0.0,2.4,1.2,2.4,1.2,W 8 In
Santiago Chavez,C1,MIA,@ATL,,2000,0.0,0.0,0.0,0.0,0.0,0.0,W 8 In
David Rodriguez,C1,NYM,BAL,,2000,0.0,0.0,0.0,0.0,0.0,0.0,W 6 R-L
Jake Hager,C1,NYM,BAL,,2000,0.0,0.0,0.0,0.0,0.0,0.0,W 6 R-L
Magneuris Sierra,OF,MIA,@ATL,,2500,0.0,0.0,6.2,2.5,9.1,3.7,W 8 In
Jesus Sanchez,OF,MIA,@ATL,,2000,0.0,0.0,0.0,0.0,2.8,1.4,W 8 In
Kameron Misner,OF,MIA,@ATL,,2000,0.0,0.0,0.0,0.0,0.0,0.0,W 8 In
Nasim Nunez,SS,MIA,@ATL,,2000,0.0,0.0,0.0,0.0,0.0,0.0,W 8 In
Nick Gonzales,SS,PIT,CWS,,2000,0.0,0.0,0.0,0.0,0.0,0.0,W 6 In
Will Craig,C1,PIT,CWS,,2000,0.0,0.0,0.0,0.0,0.0,0.0,W 6 In
Travis Swaggerty,C1,PIT,CWS,,2000,0.0,0.0,0.0,0.0,0.0,0.0,W 6 In
Rodolfo Castro,SS,PIT,CWS,,2000,0.0,0.0,0.0,0.0,0.0,0.0,W 6 In
Mason Martin,C1,PIT,CWS,,2000,0.0,0.0,0.0,0.0,0.0,0.0,W 6 In
Christian Kelley,C1,PIT,CWS,,2000,0.0,0.0,0.0,0.0,0.0,0.0,W 6 In
Sammy Siani,OF,PIT,CWS,,2000,0.0,0.0,0.0,0.0,0.0,0.0,W 6 In
Ji-Hwan Bae,2B,PIT,CWS,,2000,0.0,0.0,0.0,0.0,0.0,0.0,W 6 In
